"SUB","Subject","LOCATION","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PISA_T1I","Mean scores on the science scale in PISA 2012: women","FRA","France","2012","2012","AVSCORE","Average score","0","units",,,500.1571155,,
"PISA_T1J","Standard error on the science scale in PISA 2012: women","FRA","France","2012","2012","SE","Standard-error ","0","units",,,2.419348625,,
"GOVDEFCT_T1","General government net lending","FRA","France","2012","2012","PC","Percentage","0","units",,,-4.8344808,,
"GOVDEFCT_T2","General government revenues","FRA","France","2012","2012","PC","Percentage","0","units",,,51.813592,,
"GOVDEFCT_T3","General government expenditures","FRA","France","2012","2012","PC","Percentage","0","units",,,56.648073,,
"GOVDEBT_T1","General government debt","FRA","France","2012","2012","PC","Percentage","0","units",,,109.3293,,
"SOCEXPND_T1A","Public social expenditure","FRA","France","2012","2012","PC","Percentage","0","units",,,32.516,,
"ODA_T1A","Net official development assistance, as a percentage of gross national income","FRA","France","2012","2012","PC","Percentage","0","units",,,0.452689341,,
"ODA_T1B","Net official development assistance, millions of US dollars","FRA","France","2012","2012","USD","US Dollar","6","millions",,,12028.27,,
"TOTALTAX_T1","Total tax revenue","FRA","France","2012","2012","PC","Percentage","0","units",,,45.285,,
"TOTALTAX_T2","Taxes on income and profits","FRA","France","2012","2012","PC","Percentage","0","units",,,10.697,,
"TOTALTAX_T3","Taxes on goods and services","FRA","France","2012","2012","PC","Percentage","0","units",,,11.048,,
"TAXAPW_T1","Taxes on the average worker","FRA","France","2012","2012","PC","Percentage","0","units",,,50.224,,
"MATHTREND_T1A","Mean score in mathematics","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,513.5250558,,
"MATHTREND_T1B","Annualised change in mathematics across PISA assessments","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,1.355115652,,
"MATHTREND_T1C","All students","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,10.53952368,,
"MATHTREND_T1D","Boys","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,12.31751304,,
"MATHTREND_T1E","Girls","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,7.727418698,,
"MATHTREND_T1F","Share of students below proficiency Level 2","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,-3.865656297,,
"MATHTREND_T1G","Share of students at proficiency Level 5 or above","DEU","Germany","2012","2012","AVGRW","Average growth rate","0","units",,,1.236225842,,
"EVOPOP_T1","Population levels","DEU","Germany","2012","2012","HAB","Inhabitants","3","thousands",,,81932.16,,
"EVOPOP_T2","Population growth rates","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,0.1644154,"B","Break"
"AGEING_T1A","Youth population (under the age of 15)","DEU","Germany","2012","2012","PC","Percentage","0","units",,,13.16277,"B","Break"
"AGEING_T1B","Elderly population (age 65 and over)","DEU","Germany","2012","2012","PC","Percentage","0","units",,,20.67776,"B","Break"
"MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","DEU","Germany","2012","2012","PC","Percentage","0","units",,,57.225,,
"MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","DEU","Germany","2012","2012","PC","Percentage","0","units",,,5.172,,
"MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","DEU","Germany","2012","2012","PC","Percentage","0","units",,,8.91,,
"MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","DEU","Germany","2012","2012","PC","Percentage","0","units",,,4.732,,
"MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","DEU","Germany","2012","2012","PC","Percentage","0","units",,,8.417,,
"MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","DEU","Germany","2012","2012","PC","Percentage","0","units",,,4.906,,
"MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","DEU","Germany","2012","2012","PC","Percentage","0","units",,,8.708,,
"SIZEGDP_T2","GDP per capita","DEU","Germany","2012","2012","USD","US Dollar","0","units",,,41922.81579,,
"EVOGDP_T1","Real GDP growth","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,0.68865531,,
"INVRATES_T1","Gross fixed capital formation","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,-2.085877727,,
"PRODGWTHGDP_T1B","GDP per Hour Worked","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,1,,
"PRODGWTHGDP_T1C","Labour Utilisation","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,0.1,,
"PRODGWTHGDP_T1A","GDP per capita","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,1.1,,
"PRODULC_T1","Unit labour costs, total economy","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,2.75,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,3.29,,
"VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","DEU","Germany","2012","2012","PC","Percentage","0","units",,,0.83710758,,
"VALADDAC_T1B","Value added in industry, including energy","DEU","Germany","2012","2012","PC","Percentage","0","units",,,25.84810561,,
"VALADDAC_T1C","Value added in manufacturing","DEU","Germany","2012","2012","PC","Percentage","0","units",,,22.388229,,
"VALADDAC_T1D","Value added in construction","DEU","Germany","2012","2012","PC","Percentage","0","units",,,4.664004793,,
"VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","DEU","Germany","2012","2012","PC","Percentage","0","units",,,18.58144202,,
"VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","DEU","Germany","2012","2012","PC","Percentage","0","units",,,27.15865242,,
"VALADDAC_T1G","Value added in other services activities","DEU","Germany","2012","2012","PC","Percentage","0","units",,,22.91068758,,
"EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,1.628026013,,
"EVOVA_T1B","Real value added in industry, including energy","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,-0.443183833,,
"EVOVA_T1D","Real value added in construction","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,-2.361540489,,
"EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,0.926802478,,
"EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,2.137150397,,
"NATINCCAP_T1","Gross national income per capita","DEU","Germany","2012","2012","USD","US Dollar","0","units",,,42923.87553,,
"HOUSINC_T1","Real household disposable income","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,-10.75873294,,
"HOUSSAVE_T1","Household net saving rates","DEU","Germany","2012","2012","PC","Percentage","0","units",,,10.31730719,,
"HOUSWEALTH_T1A","Currency and deposits (AF2)","DEU","Germany","2012","2012","PC","Percentage","0","units",,,40.79459,,
"HOUSWEALTH_T1B","Securities other than shares (AF33)","DEU","Germany","2012","2012","PC","Percentage","0","units",,,4.82283,,
"HOUSWEALTH_T1C","Shares and other equity (AF51)","DEU","Germany","2012","2012","PC","Percentage","0","units",,,9.161941,,
"HOUSDEBT_T1","Households debt","DEU","Germany","2012","2012","PC","Percentage","0","units",,,93.23351,,
"HOUSNONFIN_T1A","Non-financial assets of households: dwellings","DEU","Germany","2012","2012","USD","US Dollar","0","units",,,61130.36452,,
"TRADEGDP_T1A","International imports in goods and services","DEU","Germany","2012","2012","PC","Percentage","0","units",,,45.87158716,,
"TRADEGDP_T1B","International exports in goods and services","DEU","Germany","2012","2012","PC","Percentage","0","units",,,51.79380438,,
"MERTRADE_T2","Imports of goods","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,1173.287645,,
"MERTRADE_T1","Trade balance of goods","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,242.8965537,,
"MERTRADE_T3","Exports of goods","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,1416.184199,,
"SVCTRADE_T1","Trade balance of services","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,-25.31686,,
"SVCTRADE_T2","Imports of services","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,295.8547,,
"SVCTRADE_T3","Exports of services","DEU","Germany","2012","2012","USD","US Dollar","9","billions",,,270.5379,,
"TRDPRTNR_T1A","Partner countries and regions of OECD merchandise imports","DEU","Germany","2012","2012","PC","Percentage","0","units",,,9.077144222,,
"TRDPRTNR_T1B","Partner countries and regions of OECD merchandise exports","DEU","Germany","2012","2012","PC","Percentage","0","units",,,8.543409633,,
"FDIFLSTK_T1A","Outward FDI stocks","DEU","Germany","2012","2012","USD","US Dollar","6","millions",,,1461761.214,,
"FDIFLSTK_T2A","Outflows of foreign direct investment","DEU","Germany","2012","2012","USD","US Dollar","6","millions",,,66950.9,,
"FDIFLSTK_T2B","Inflows of foreign direct investment","DEU","Germany","2012","2012","USD","US Dollar","6","millions",,,6567.018,,
"FDIFLSTK_T3H","Communications","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3J","Business services","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3I","Financial services","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0.005,,
"FDIFLSTK_T3G","Media","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0.025,,
"FDIFLSTK_T3A","Total FDI Index","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0.023,,
"FDIFLSTK_T3C","Manufacturing","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3D","Electricity","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3E","Distribution","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3B","Primary sector","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0.069,,
"FDIFLSTK_T3F","Transport","DEU","Germany","2012","2012","0_TO_1","0-1 scale","0","units",,,0.2,,
"BOP_T1","Current account balance","DEU","Germany","2012","2012","PC","Percentage","0","units",,,7.101073,,
"CPI_T3B","CPI: energy","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,5.727448,,
"CPI_T3A","CPI: food","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,3.405774,,
"CPI_T1","CPI: all items","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,2.008491,,
"CPI_T2","CPI: all items non food non energy","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,1.27451,,
"PPI_T1","PPI:  domestic manufacturing","DEU","Germany","2012","2012","GRWH","Growth rate","0","units",,,1.48,,
"LTINTRST_T1","Long-term interest rates","DEU","Germany","2012","2012","PC","Percentage","0","units",,,1.495,,
"RTSCONV_T1","Purchasing power parities","DEU","Germany","2012","2012","NATUSD","National currency per US dollar","0","units",,,0.77642734,,
"RTSCONV_T2","Exchange rates","DEU","Germany","2012","2012","NATUSD","National currency per US dollar","0","units",,,0.778294,,
"RTSCONV_T3","Indices of price levels","DEU","Germany","2012","2012","OECDIDX","OECD=100","0","units",,,99,,
"INTLCOMP_T1","Real effective exchange rates","DEU","Germany","2012","2012","RATIO","Ratio","0","units",,,95.88166,,
"WENERGYS_T1","Total primary energy supply","DEU","Germany","2012","2012","TOE","Tonnes of oil equivalent (toe)","6","millions",,,307.381334,,
"TPES_T1","Total primary energy supply per unit of GDP","DEU","Germany","2012","2012","TOE","Tonnes of oil equivalent (toe)","0","units",,,0.11,,
"WELECGEN_T1","Electricity generation","DEU","Germany","2012","2012","TWH","Terawatt hours","0","units",,,610.9,,
"NUCLEARNRJ_T1C","Nuclear power plants connected to the grid","DEU","Germany","2012","2012","NBR","Number","0","units",,,9,,
"NUCLEARNRJ_T1D","Nuclear power plants under construction","DEU","Germany","2012","2012","NBR","Number","0","units",,,0,"Z","Absolute zero observation"
"RNEWABLE_T1","Contribution of renewables to energy supply","DEU","Germany","2012","2012","PC","Percentage","0","units",,,10.7,,
"OILPROD_T1","Production of crude oil","DEU","Germany","2012","2012","TONNE","Tonnes ","6","millions",,,3.8,,
"OILPRICES_T1","Crude oil import prices","DEU","Germany","2012","2012","USD","US Dollar","0","units",,,112.21,,
"EMPLGNDR_T2","Employment rates: men","DEU","Germany","2012","2012","RATIO","Ratio","0","units",,,77.64359352,,
"EMPLGNDR_T1","Employment rates: total","DEU","Germany","2012","2012","RATIO","Ratio","0","units",,,67.95582179,,
"EMPLGNDR_T3","Employment rates: women","DEU","Germany","2012","2012","RATIO","Ratio","0","units",,,72.84017078,,
"EMPLAGE_T1A","Employment rates for age group 15-24","DEU","Germany","2012","2012","PC","Percentage","0","units",,,46.63021647,,
"EMPLAGE_T1B","Employment rates for age group 25-54","DEU","Germany","2012","2012","PC","Percentage","0","units",,,83.22002743,,
"EMPLAGE_T1C","Employment rates for age group 55-64","DEU","Germany","2012","2012","PC","Percentage","0","units",,,61.47625764,,
"PTEMPL_T1","Incidence of part-time employment","DEU","Germany","2012","2012","PC","Percentage","0","units",,,22.11057,,
"SELFEMPL_T1A","Self-employment rates: women","DEU","Germany","2012","2012","PC","Percentage","0","units",,,8.347345,,
"SELFEMPL_T1B","Self-employment rates: men","DEU","Germany","2012","2012","PC","Percentage","0","units",,,14.4402,,
"SELFEMPL_T1C","Self-employment rates: total","DEU","Germany","2012","2012","PC","Percentage","0","units",,,11.62388,,
"HOURSWKD_T1","Average hours actually worked","DEU","Germany","2012","2012","HOUR","Hours","0","units",,,1393,,
"UNEMPLRT_T1B","Unemployment rates: men","DEU","Germany","2012","2012","PC","Percentage","0","units",,,5.675,,
"UNEMPLRT_T1A","Unemployment rates: women","DEU","Germany","2012","2012","PC","Percentage","0","units",,,5.233333,,
"UNEMPLRT_T1C","Unemployment rates: total","DEU","Germany","2012","2012","PC","Percentage","0","units",,,5.483333,,
"LTUNEMP_T1","Long-term unemployment","DEU","Germany","2012","2012","PC","Percentage","0","units",,,45.457153,,
"GERD_T1","Gross domestic expenditure on R&D","DEU","Germany","2012","2012","USD","US Dollar","6","millions","2005","2005",83233.482,"C","Non-publishable and confidential value"
"RESEARCH_T1","Researchers","DEU","Germany","2012","2012","RATIO","Ratio","0","units",,,8.2363968,"C; P","Non-publishable and confidential value; Provisional value"
"EXPORTCOMM_T1","Exports of ICT goods","DEU","Germany","2012","2012","USD","US Dollar","6","millions",,,61850,,
"ICTACCSS_T1A","Percentage of households with access to home computers","DEU","Germany","2012","2012","PC","Percentage","0","units",,,87.1,,
"ICTACCSS_T1B","Percentage of households with access to the internet","DEU","Germany","2012","2012","PC","Percentage","0","units",,,85.5,,
"FISHPROD_T1A","Fish landings in domestic and foreign ports","DEU","Germany","2012","2012","TONNE","Tonnes ","3","thousands",,,223.540016,,
"PISA_T1C","Mean scores on the mathematics scale in PISA 2012: men","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,520.1901066,,
"PISA_T1D","Standard error on the mathematics scale in PISA 2012: men","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,3.04152207,,
"PISA_T1A","Mean scores on the mathematics scale in PISA 2012: women","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,506.6245541,,
"PISA_T1B","Standard error on the mathematics scale in PISA 2012: women","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,3.374768682,,
"PISA_T1G","Mean scores on the reading scale in PISA  2012: men","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,485.9997068,,
"PISA_T1H","Standard error on the reading scale in PISA 2012: men","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,2.885093417,,
"PISA_T1E","Mean scores on the reading scale in PISA 2012: women","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,530.1191128,,
"PISA_T1F","Standard error on the reading scale in PISA 2012: women","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,3.109865827,,
"PISA_T1K","Mean scores on the science scale in PISA 2012: men","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,523.8598921,,
"PISA_T1L","Standard error on the science scale in PISA 2012: men","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,3.100262011,,
"PISA_T1I","Mean scores on the science scale in PISA 2012: women","DEU","Germany","2012","2012","AVSCORE","Average score","0","units",,,524.3909232,,
"PISA_T1J","Standard error on the science scale in PISA 2012: women","DEU","Germany","2012","2012","SE","Standard-error ","0","units",,,3.521250719,,
"GOVDEFCT_T1","General government net lending","DEU","Germany","2012","2012","PC","Percentage","0","units",,,0.08475848,,
"GOVDEFCT_T2","General government revenues","DEU","Germany","2012","2012","PC","Percentage","0","units",,,44.770102,,
"GOVDEFCT_T3","General government expenditures","DEU","Germany","2012","2012","PC","Percentage","0","units",,,44.685344,,
"GOVDEBT_T1","General government debt","DEU","Germany","2012","2012","PC","Percentage","0","units",,,88.52232,,
"SOCEXPND_T1A","Public social expenditure","DEU","Germany","2012","2012","PC","Percentage","0","units",,,25.857,,
"PENSION_T1B","Private pension expenditure","DEU","Germany","2012","2012","PC","Percentage","0","units",,,0.202,,
"FISHSUPP_T1","Government financial transfers to fishing","DEU","Germany","2012","2012","USD","US Dollar","3","thousands",,,6267.655624,,
"ODA_T1A","Net official development assistance, as a percentage of gross national income","DEU","Germany","2012","2012","PC","Percentage","0","units",,,0.37175989,,
"ODA_T1B","Net official development assistance, millions of US dollars","DEU","Germany","2012","2012","USD","US Dollar","6","millions",,,12939.49,,
"TOTALTAX_T1","Total tax revenue","DEU","Germany","2012","2012","PC","Percentage","0","units",,,37.593,,
"TOTALTAX_T2","Taxes on income and profits","DEU","Germany","2012","2012","PC","Percentage","0","units",,,11.444,,
"TOTALTAX_T3","Taxes on goods and services","DEU","Germany","2012","2012","PC","Percentage","0","units",,,10.686,,
"TAXAPW_T1","Taxes on the average worker","DEU","Germany","2012","2012","PC","Percentage","0","units",,,49.75,,
"MATHTREND_T1A","Mean score in mathematics","GRC","Greece","2012","2012","AVSCORE","Average score","0","units",,,452.9734269,,
"MATHTREND_T1B","Annualised change in mathematics across PISA assessments","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,1.076670708,,
"MATHTREND_T1C","All students","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,8.061564158,,
"MATHTREND_T1D","Boys","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,2.086264863,,
"MATHTREND_T1E","Girls","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,13.43336158,,
"MATHTREND_T1F","Share of students below proficiency Level 2","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,-3.253717636,,
"MATHTREND_T1G","Share of students at proficiency Level 5 or above","GRC","Greece","2012","2012","AVGRW","Average growth rate","0","units",,,-0.092115209,,
"EVOPOP_T1","Population levels","GRC","Greece","2012","2012","HAB","Inhabitants","3","thousands",,,11092.77,,
"EVOPOP_T2","Population growth rates","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-0.2736799,"B","Break"
"EVOPOP_T4","Working age population","GRC","Greece","2012","2012","PC","Percentage","0","units",,,65.4322,,
"AGEING_T1A","Youth population (under the age of 15)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,14.65449,"B","Break"
"AGEING_T1B","Elderly population (age 65 and over)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,19.92464,"B","Break"
"MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","GRC","Greece","2012","2012","PC","Percentage","0","units",,,46.254,,
"MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","GRC","Greece","2012","2012","PC","Percentage","0","units",,,20.092,,
"MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","GRC","Greece","2012","2012","PC","Percentage","0","units",,,34.471,,
"MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","GRC","Greece","2012","2012","PC","Percentage","0","units",,,27.804,,
"MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","GRC","Greece","2012","2012","PC","Percentage","0","units",,,32.638,,
"MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","GRC","Greece","2012","2012","PC","Percentage","0","units",,,23.407,,
"MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","GRC","Greece","2012","2012","PC","Percentage","0","units",,,33.711,,
"SIZEGDP_T2","GDP per capita","GRC","Greece","2012","2012","USD","US Dollar","0","units",,,25585.69769,,
"EVOGDP_T1","Real GDP growth","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-6.373366742,,
"INVRATES_T1","Gross fixed capital formation","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-19.2207545,,
"PRODGWTHGDP_T1B","GDP per Hour Worked","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,1.2,,
"PRODGWTHGDP_T1C","Labour Utilisation","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-1.3,,
"PRODGWTHGDP_T1A","GDP per capita","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-0.1,,
"PRODULC_T1","Unit labour costs, total economy","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-6.33,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-3.89,,
"VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","GRC","Greece","2012","2012","PC","Percentage","0","units",,,3.372758382,,
"VALADDAC_T1B","Value added in industry, including energy","GRC","Greece","2012","2012","PC","Percentage","0","units",,,14.31152744,,
"VALADDAC_T1C","Value added in manufacturing","GRC","Greece","2012","2012","PC","Percentage","0","units",,,9.7281945,,
"VALADDAC_T1D","Value added in construction","GRC","Greece","2012","2012","PC","Percentage","0","units",,,2.120267015,,
"VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","GRC","Greece","2012","2012","PC","Percentage","0","units",,,28.21367302,,
"VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","GRC","Greece","2012","2012","PC","Percentage","0","units",,,26.39558668,,
"VALADDAC_T1G","Value added in other services activities","GRC","Greece","2012","2012","PC","Percentage","0","units",,,25.58618746,,
"EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-3.22408342,,
"EVOVA_T1B","Real value added in industry, including energy","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-1.691491317,,
"EVOVA_T1D","Real value added in construction","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-15.57014943,,
"EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-12.0530349,,
"EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-2.392631149,,
"NATINCCAP_T1","Gross national income per capita","GRC","Greece","2012","2012","USD","US Dollar","0","units",,,25711.96742,,
"HOUSINC_T1","Real household disposable income","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-4.649122074,,
"HOUSSAVE_T1","Household net saving rates","GRC","Greece","2012","2012","PC","Percentage","0","units",,,-14.6383591,,
"HOUSWEALTH_T1A","Currency and deposits (AF2)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,73.28786,,
"HOUSWEALTH_T1B","Securities other than shares (AF33)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,6.98574,,
"HOUSWEALTH_T1C","Shares and other equity (AF51)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,7.038683,,
"HOUSWEALTH_T1D","Mutual funds shares (AF52)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,0.8644742,,
"HOUSWEALTH_T1E","Life insurance reserves (AF611)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,2.203888,,
"HOUSWEALTH_T1F","Pension funds (AF612)","GRC","Greece","2012","2012","PC","Percentage","0","units",,,0.9371256,,
"HOUSDEBT_T1","Households debt","GRC","Greece","2012","2012","PC","Percentage","0","units",,,109.7406,,
"TRADEGDP_T1A","International imports in goods and services","GRC","Greece","2012","2012","PC","Percentage","0","units",,,32.02772409,,
"TRADEGDP_T1B","International exports in goods and services","GRC","Greece","2012","2012","PC","Percentage","0","units",,,26.99847243,,
"MERTRADE_T2","Imports of goods","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,62.34125008,,
"MERTRADE_T1","Trade balance of goods","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,-27.16153969,,
"MERTRADE_T3","Exports of goods","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,35.1797104,,
"SVCTRADE_T1","Trade balance of services","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,18.99097,,
"SVCTRADE_T2","Imports of services","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,15.93775,,
"SVCTRADE_T3","Exports of services","GRC","Greece","2012","2012","USD","US Dollar","9","billions",,,34.92872,,
"TRDPRTNR_T1A","Partner countries and regions of OECD merchandise imports","GRC","Greece","2012","2012","PC","Percentage","0","units",,,0.150177038,,
"TRDPRTNR_T1B","Partner countries and regions of OECD merchandise exports","GRC","Greece","2012","2012","PC","Percentage","0","units",,,0.312078176,,
"FDIFLSTK_T1A","Outward FDI stocks","GRC","Greece","2012","2012","USD","US Dollar","6","millions",,,44960.422,,
"FDIFLSTK_T2A","Outflows of foreign direct investment","GRC","Greece","2012","2012","USD","US Dollar","6","millions",,,677.763,,
"FDIFLSTK_T2B","Inflows of foreign direct investment","GRC","Greece","2012","2012","USD","US Dollar","6","millions",,,1740.874,,
"FDIFLSTK_T3H","Communications","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3J","Business services","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.056,,
"FDIFLSTK_T3I","Financial services","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.02,,
"FDIFLSTK_T3G","Media","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.113,,
"FDIFLSTK_T3A","Total FDI Index","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.032,,
"FDIFLSTK_T3C","Manufacturing","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3D","Electricity","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3E","Distribution","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3B","Primary sector","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.079,,
"FDIFLSTK_T3F","Transport","GRC","Greece","2012","2012","0_TO_1","0-1 scale","0","units",,,0.15,,
"BOP_T1","Current account balance","GRC","Greece","2012","2012","PC","Percentage","0","units",,,-2.53966,,
"CPI_T3B","CPI: energy","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,12.412,,
"CPI_T3A","CPI: food","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,1.50546,,
"CPI_T1","CPI: all items","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,1.50152,,
"CPI_T2","CPI: all items non food non energy","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,-0.2810901,,
"PPI_T1","PPI:  domestic manufacturing","GRC","Greece","2012","2012","GRWH","Growth rate","0","units",,,3.754535,,
"LTINTRST_T1","Long-term interest rates","GRC","Greece","2012","2012","PC","Percentage","0","units",,,22.4975,,
"RTSCONV_T1","Purchasing power parities","GRC","Greece","2012","2012","NATUSD","National currency per US dollar","0","units",,,0.67072669,,
